text,category
আমার মায়ের শরীরের বিভিন্ন জায়গায় দাদ দেখা দিয়েছে । এখন আমাদের এলাকা সম্পূর্ণ লকডাউন আর এছাড়া এই সময়ে বাইরে যাওয়াটাও নিরাপদবোধ করছেন না । যদি কিছু মেডিসেন জরুরি ভিত্তিতে লিখে দিতেন উপকৃত হতাম ।,emergency
Thank you for your question Tab . Napa 1 + 1 + 1 for 2days . Take rest . Measure blood pressure . Have proper sleep Thank you,medicine
Age - 24 7 din dhore pete onek jala pora r uncomfortable feel hocche 3 din dhore sergel 20mg and entacyd suspension khawar poro pet er jola and uncomfortable jacche na . ajke kheyechi gaviscon still jacchena . er agey amon kokhono hoini . Akhon ki kora jai ? Problem ta ki hoyeche ?,symptoms
আজকে হঠাৎ বিকাল থেকে আমার বুকটা প্রচন্ড ব্যাথা করতাছে বুকের মধ্যে চাপ দিয়ে ধরে রাখছে শ্বাসকষ্ট হইতাছে এখন কি ওষুধ খেতে পারি,symptoms
"আসসালামু আলাইকুম । স্যার , ডায়বেটিক রোগীর রক্ত নিয়ে কি কি টেস্ট করা যায় , ডায়বেটিস লেভেল চেক করার জন্য । কাইন্ডলি জানাবেন প্লিজ । খুবই দরকার এটি ।",symptoms
"amr wife er 11 / 04 / 20 c / s operation hoie amr baby hoi , but after 45 days means hosse normal hosse na , akhon kono dr o passi na , Tai emergency kono medicine dile onek help hoto",symptoms
"মাল্টি ভিটামিন খাচ্ছি প্রায় কিছুদিন ধরে । এই পরিস্থিতে ভাবছি ভিটামিন ডি সাপ্লিমেন্ট খাওয়ার কথা । আমি কি মাল্টি ভিটামিনের সাথে ভিটামিন ডি সাপ্লিমেন্ট খেতে পারবো ? ঔষুধের নাম আর ব্যবহারবিধি জানালে উপকৃত হব । বয়স : ২৪ , ২৮ আর ৩০ + ।",nutrition
ডাক্তার ভাইতে প্রশ্ন করার জন্যে আপনাকে ধন্যবাদ । tab - tory 120 mg 1 + 0 + 1 ব্যাথা থাকলে ভরা পেটে ৩ দিন । cap - Exium 20 mg 1 + 0 + 1 খাবার আগে ৫ দিন । একজন দন্ত চিকিৎসকও এর পরামর্শ নিবেন ।,nutrition
"আপনার প্রশ্নের জন্য ধন্যবাদ । দুশ্চিন্তা কমান , পর্যাপ্ত বিশ্রাম নিন । পানিশূন্যতা আছে শরীরে । আপনি তরল খাবার , স্যালাইন , তরমুজ , শসা , ডাবের পানি খাবেন । কোলেস্টেরল বাড়লে হার্ট এটাক , স্ট্রোকের ঝুঁকি বাড়ে । রোগীর সাথে সরাসরি কথা বলে হিস্ট্রি নিয়ে সমস্যা শুনে সমাধান দিতে হবে । বিশদ আলোচনার জন্য আপনি এই এপের মাধ্যমে ভিডিও কনফারেন্সে চিকিৎসকের পরামর্শ নিতে পারেন । ধন্যবাদ",emergency
"DaktarBhai a proshno korar Jonno dhonnobad . apni Tab . Alcet ( 5mg ) protidin rate ekta kore 7din khaben , alargy jatio khabar Kom khaben . dhonnobad .",medicine
"আসসালামুয়ালাইকুম , আমি < NAME > , , , বয়স - ৪৫ । ৫মাস আগে আমার প্রচন্ড কাশি হয় এবং প্রচুর রক্তক্ষরণ হয় । গত সাত দিন যাবৎ আমার আবার এই সব সমস্যা শুরু হয়েছে । আমি ট্রানেকজামিক ঔষধ সেবন করার পরও রক্তক্ষরণ বন্ধ হয়নি । । আমার বুকের ডান দিকে ব্যাথা করে । । এই মুহূর্তে আপনার পরামর্শ কামনা করছি । । । ধন্যবাদ ।",emergency
